step,time_ps,stage,target_temperature_K,temperature_K,potential_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_key_min_distance_A,ligand_near_chains_count,ligand_heavy_rmsd_A,severe_lt_1A,close_lt_1p5A,status
100,0.05,50K_2ps,50,49.3624,-593996.22639,3.42061,3.76589,3.4667,3.42061,2,0.0788605,0,0,ok
200,0.1,50K_2ps,50,49.1372,-593478.41096,3.49962,3.80906,3.52803,3.49962,2,0.113395,0,0,ok
300,0.15,50K_2ps,50,49.6363,-593479.169261,3.52115,3.84872,3.64922,3.52115,2,0.134395,0,0,ok
400,0.2,50K_2ps,50,49.5378,-593466.679515,3.48469,3.88847,3.67419,3.48469,2,0.150937,0,0,ok
500,0.25,50K_2ps,50,49.6608,-593393.735179,3.43259,3.82611,3.71276,3.43259,2,0.164336,0,0,ok
600,0.3,50K_2ps,50,49.9214,-593445.532542,3.25905,3.86262,3.68316,3.25905,2,0.155819,0,0,ok
700,0.35,50K_2ps,50,49.8125,-593498.302074,3.31404,3.77957,3.57924,3.31404,2,0.15373,0,0,ok
800,0.4,50K_2ps,50,50.1063,-593472.838207,3.455,3.79562,3.53944,3.455,2,0.164098,0,0,ok
900,0.45,50K_2ps,50,50.338,-593558.642894,3.43487,3.87838,3.59099,3.43487,2,0.174496,0,0,ok
1000,0.5,50K_2ps,50,50.3326,-593393.472972,3.48132,3.84384,3.68002,3.48132,2,0.180121,0,0,ok
1100,0.55,50K_2ps,50,49.8746,-593575.280589,3.36524,3.91846,3.59731,3.36524,2,0.18008,0,0,ok
1200,0.6,50K_2ps,50,50.2617,-593720.994457,3.4416,3.86212,3.63702,3.4416,2,0.172153,0,0,ok
1300,0.65,50K_2ps,50,50.003,-593837.168773,3.47205,3.77104,3.6572,3.47205,2,0.206219,0,0,ok
1400,0.7,50K_2ps,50,49.8718,-593685.862621,3.52853,3.78436,3.66958,3.52853,2,0.24458,0,0,ok
1500,0.75,50K_2ps,50,49.7904,-593711.200999,3.65506,3.87217,3.6783,3.65506,2,0.261754,0,0,ok
1600,0.8,50K_2ps,50,50.0595,-593634.684886,3.61436,3.89895,3.67893,3.61436,2,0.261852,0,0,ok
1700,0.85,50K_2ps,50,50.3734,-593861.017406,3.4833,3.85644,3.66742,3.4833,2,0.265702,0,0,ok
1800,0.9,50K_2ps,50,50.0987,-593874.244457,3.30494,3.82144,3.72841,3.30494,2,0.266589,0,0,ok
1900,0.95,50K_2ps,50,50.1994,-593923.741527,3.40915,3.84717,3.73635,3.40915,2,0.267004,0,0,ok
2000,1,50K_2ps,50,50.405,-594014.045726,3.52743,3.75847,3.84942,3.52743,2,0.267917,0,0,ok
2100,1.05,50K_2ps,50,50.0498,-594118.56721,3.49188,3.72322,3.93307,3.49188,2,0.265314,0,0,ok
2200,1.1,50K_2ps,50,50.2559,-594047.201488,3.45083,3.83705,3.82959,3.45083,2,0.2589,0,0,ok
2300,1.15,50K_2ps,50,50.3039,-594252.239574,3.48326,3.72011,3.78828,3.48326,2,0.268387,0,0,ok
2400,1.2,50K_2ps,50,50.1828,-594265.140941,3.39348,3.73509,3.73575,3.39348,2,0.261206,0,0,ok
2500,1.25,50K_2ps,50,50.0637,-594314.408031,3.35795,3.70783,3.67871,3.35795,2,0.256381,0,0,ok
2600,1.3,50K_2ps,50,50.2166,-594433.096507,3.41273,3.71814,3.60107,3.41273,2,0.234916,0,0,ok
2700,1.35,50K_2ps,50,50.5993,-594500.46223,3.36427,3.71261,3.71632,3.36427,2,0.192067,0,0,ok
2800,1.4,50K_2ps,50,50.1392,-594451.02766,3.37207,3.68048,3.94089,3.37207,2,0.175772,0,0,ok
2900,1.45,50K_2ps,50,50.091,-594535.538402,3.30649,3.6962,3.94598,3.30649,2,0.168459,0,0,ok
3000,1.5,50K_2ps,50,49.9823,-594516.255199,3.46448,3.80619,3.87985,3.46448,2,0.173473,0,0,ok
3100,1.55,50K_2ps,50,50.0286,-594688.974437,3.39142,3.77512,3.84655,3.39142,2,0.172379,0,0,ok
3200,1.6,50K_2ps,50,50.0676,-594753.937816,3.42612,3.69765,3.89904,3.42612,2,0.17841,0,0,ok
3300,1.65,50K_2ps,50,50.3941,-594954.88557,3.41722,3.64674,3.91933,3.41722,2,0.192542,0,0,ok
3400,1.7,50K_2ps,50,50.2164,-595040.184886,3.45455,3.63809,3.83303,3.45455,2,0.21559,0,0,ok
3500,1.75,50K_2ps,50,49.9418,-594939.659007,3.42756,3.63731,3.78032,3.42756,2,0.2024,0,0,ok
3600,1.8,50K_2ps,50,49.903,-595088.801097,3.40459,3.67213,3.833,3.40459,2,0.217129,0,0,ok
3700,1.85,50K_2ps,50,50.1144,-595197.860667,3.43683,3.5855,3.85849,3.43683,2,0.2329,0,0,ok
3800,1.9,50K_2ps,50,49.7175,-595259.361644,3.47876,3.54737,4.00445,3.47876,2,0.25267,0,0,ok
3900,1.95,50K_2ps,50,49.6924,-595227.476878,3.44982,3.54511,4.26583,3.44982,2,0.275703,0,0,ok
4000,2,50K_2ps,50,50.2156,-595260.879222,3.40377,3.51126,4.39822,3.40377,2,0.275363,0,0,ok
4100,2.05,100K_2ps,100,71.0715,-587790.906078,3.33269,3.46586,4.53428,3.33269,2,0.30934,0,0,ok
4200,2.1,100K_2ps,100,81.7301,-581970.191722,3.23698,3.49702,4.55123,3.23698,2,0.309223,0,0,ok
4300,2.15,100K_2ps,100,88.3396,-577824.048167,3.43395,3.47854,4.40421,3.43395,2,0.265326,0,0,ok
4400,2.2,100K_2ps,100,92.8709,-575965.439281,3.36798,3.62427,4.28257,3.36798,2,0.267936,0,0,ok
4500,2.25,100K_2ps,100,95.2017,-574417.035472,3.3148,3.7501,4.20828,3.3148,2,0.292467,0,0,ok
4600,2.3,100K_2ps,100,97.1025,-573400.772777,3.37079,3.89412,4.0412,3.37079,2,0.320472,0,0,ok
4700,2.35,100K_2ps,100,98.5429,-573155.747874,3.31129,3.9695,3.95106,3.31129,2,0.319979,0,0,ok
4800,2.4,100K_2ps,100,98.503,-572605.278636,3.34727,3.71951,3.77807,3.34727,2,0.278029,0,0,ok
4900,2.45,100K_2ps,100,98.5011,-572185.138499,3.53268,3.82621,3.729,3.53268,2,0.284495,0,0,ok
5000,2.5,100K_2ps,100,99.223,-572752.09016,3.5479,3.80436,3.77555,3.5479,2,0.317683,0,0,ok
5100,2.55,100K_2ps,100,99.3371,-572704.398265,3.55045,3.90466,3.73875,3.55045,2,0.35959,0,0,ok
5200,2.6,100K_2ps,100,99.5517,-572548.296214,3.40111,4.01645,3.74021,3.40111,2,0.35386,0,0,ok
5300,2.65,100K_2ps,100,99.5238,-572366.030101,3.25629,3.9718,3.78519,3.25629,2,0.346195,0,0,ok
5400,2.7,100K_2ps,100,99.974,-571951.135082,3.48756,3.8095,3.85029,3.48756,2,0.357321,0,0,ok
5500,2.75,100K_2ps,100,100.231,-572177.562816,3.33744,3.69752,4.00387,3.33744,2,0.363719,0,0,ok
5600,2.8,100K_2ps,100,99.6912,-572238.432445,3.27773,3.74968,4.17231,3.27773,2,0.404059,0,0,ok
5700,2.85,100K_2ps,100,100.231,-572144.713207,3.40861,3.8201,4.08682,3.40861,2,0.415982,0,0,ok
5800,2.9,100K_2ps,100,100.798,-572204.12141,3.51374,3.74882,3.91562,3.51374,2,0.40743,0,0,ok
5900,2.95,100K_2ps,100,100.409,-572360.576976,3.44024,3.67025,3.9521,3.44024,2,0.428652,0,0,ok
6000,3,100K_2ps,100,99.4932,-572661.314281,3.38449,3.51315,4.01183,3.38449,2,0.43104,0,0,ok
6100,3.05,100K_2ps,100,100.12,-572975.07014,3.52733,3.45103,4.13248,3.45103,2,0.394997,0,0,ok
6200,3.1,100K_2ps,100,99.5517,-572824.048167,3.39405,3.604,4.11728,3.39405,2,0.337909,0,0,ok
6300,3.15,100K_2ps,100,99.9586,-572623.289378,3.18663,3.74426,4.22359,3.18663,2,0.317874,0,0,ok
6400,3.2,100K_2ps,100,100.736,-573011.449535,3.37471,3.56745,4.00434,3.37471,2,0.319894,0,0,ok
6500,3.25,100K_2ps,100,100.846,-572903.158519,3.39032,3.45819,3.90179,3.39032,2,0.312709,0,0,ok
6600,3.3,100K_2ps,100,101.039,-572773.151683,3.41159,3.51218,3.88161,3.41159,2,0.304815,0,0,ok
6700,3.35,100K_2ps,100,100.549,-572875.492992,3.4337,3.57015,3.92291,3.4337,2,0.302515,0,0,ok
6800,3.4,100K_2ps,100,99.5693,-572785.065257,3.56546,3.69856,3.75727,3.56546,2,0.327821,0,0,ok
6900,3.45,100K_2ps,100,99.5988,-572922.069652,3.56627,3.717,3.79415,3.56627,2,0.376832,0,0,ok
7000,3.5,100K_2ps,100,100.209,-572754.119457,3.61342,3.78808,3.93402,3.61342,2,0.404265,0,0,ok
7100,3.55,100K_2ps,100,99.8511,-573001.617503,3.61527,3.75326,3.90242,3.61527,2,0.430295,0,0,ok
7200,3.6,100K_2ps,100,100.456,-573170.352855,3.51156,3.68793,3.88921,3.51156,2,0.416992,0,0,ok
7300,3.65,100K_2ps,100,100.714,-573246.08723,3.61171,3.63511,3.93753,3.61171,2,0.409005,0,0,ok
7400,3.7,100K_2ps,100,100.385,-573514.162425,3.56005,3.51838,3.91882,3.51838,2,0.396448,0,0,ok
7500,3.75,100K_2ps,100,100.511,-573549.637035,3.43209,3.5752,3.92329,3.43209,2,0.399768,0,0,ok
7600,3.8,100K_2ps,100,100.808,-573631.226878,3.40806,3.67682,4.01625,3.40806,2,0.40021,0,0,ok
7700,3.85,100K_2ps,100,100.152,-573857.278636,3.46732,3.7721,3.98987,3.46732,2,0.416362,0,0,ok
7800,3.9,100K_2ps,100,99.7834,-573700.650218,3.44172,3.88402,3.89487,3.44172,2,0.417067,0,0,ok
7900,3.95,100K_2ps,100,99.5388,-573480.794261,3.46943,3.86902,4.04248,3.46943,2,0.45635,0,0,ok
8000,4,100K_2ps,100,100.569,-573692.132152,3.54036,3.83497,4.21432,3.54036,2,0.51238,0,0,ok
8100,4.05,200K_2ps,200,142.148,-558532.633128,3.49855,3.85016,4.34055,3.49855,2,0.584558,0,0,ok
8200,4.1,200K_2ps,200,163.548,-546795.330394,3.31428,3.74553,4.24742,3.31428,2,0.630549,0,0,ok
8300,4.15,200K_2ps,200,176.406,-539225.43098,3.31215,3.55482,4.12362,3.31215,2,0.632664,0,0,ok
8400,4.2,200K_2ps,200,183.758,-533404.671214,3.42143,3.56662,4.21743,3.42143,2,0.605485,0,0,ok
8500,4.25,200K_2ps,200,189.605,-530183.892894,3.23002,3.60989,4.14673,3.23002,2,0.612726,0,0,ok
8600,4.3,200K_2ps,200,192.682,-528367.192699,3.15016,3.69179,4.22473,3.15016,2,0.676709,0,0,ok
8700,4.35,200K_2ps,200,195.007,-526164.328441,3.32333,3.84384,4.38083,3.32333,2,0.755491,0,0,ok
8800,4.4,200K_2ps,200,198.774,-525726.109691,3.44035,3.58131,4.23725,3.44035,2,0.780899,0,0,ok
8900,4.45,200K_2ps,200,198.459,-524511.411937,3.48337,3.49966,4.24313,3.48337,2,0.802592,0,0,ok
9000,4.5,200K_2ps,200,198.659,-524075.672191,3.37956,3.60078,4.47806,3.37956,2,0.850153,0,0,ok
9100,4.55,200K_2ps,200,198.053,-523434.196117,3.36435,3.74455,4.48944,3.36435,2,0.886438,0,0,ok
