step,time_ps,stage,target_temperature_K,temperature_K,potential_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_key_min_distance_A,ligand_near_chains_count,ligand_heavy_rmsd_A,severe_lt_1A,close_lt_1p5A,status
100,0.05,50K_2ps,50,48.8854,-606749.624542,4.16491,3.44441,3.59362,3.44441,2,0.0598564,0,0,ok
200,0.1,50K_2ps,50,49.13,-606430.919953,4.23618,3.46459,3.45995,3.45995,2,0.0974033,0,0,ok
300,0.15,50K_2ps,50,49.4588,-606367.450226,4.32614,3.46968,3.52546,3.46968,2,0.125749,0,0,ok
400,0.2,50K_2ps,50,49.8503,-606253.449249,4.36485,3.46388,3.58333,3.46388,2,0.155769,0,0,ok
500,0.25,50K_2ps,50,49.7418,-606016.72757,4.35475,3.50356,3.58687,3.50356,2,0.159238,0,0,ok
600,0.3,50K_2ps,50,49.6982,-606000.647003,4.37345,3.58811,3.46474,3.46474,2,0.166712,0,0,ok
700,0.35,50K_2ps,50,49.9406,-605915.530792,4.36168,3.6509,3.497,3.497,2,0.159084,0,0,ok
800,0.4,50K_2ps,50,50.3551,-605918.370148,4.25701,3.57816,3.61238,3.57816,2,0.145804,0,0,ok
900,0.45,50K_2ps,50,49.8588,-605949.55716,4.31307,3.46738,3.63308,3.46738,2,0.131424,0,0,ok
1000,0.5,50K_2ps,50,50.0775,-606114.779328,4.22362,3.47106,3.58308,3.47106,2,0.141173,0,0,ok
1100,0.55,50K_2ps,50,50.2695,-606118.887726,4.25262,3.44728,3.60253,3.44728,2,0.179197,0,0,ok
1200,0.6,50K_2ps,50,50.2465,-606092.356964,4.23635,3.46156,3.62333,3.46156,2,0.188108,0,0,ok
1300,0.65,50K_2ps,50,50.4061,-606200.458527,4.13361,3.58778,3.56909,3.56909,2,0.168166,0,0,ok
1400,0.7,50K_2ps,50,50.6676,-606312.11673,4.17469,3.65803,3.53521,3.53521,2,0.174035,0,0,ok
1500,0.75,50K_2ps,50,50.4693,-606234.511749,4.25239,3.69805,3.47312,3.47312,2,0.206197,0,0,ok
1600,0.8,50K_2ps,50,50.2125,-606466.841828,4.25242,3.66398,3.47702,3.47702,2,0.24546,0,0,ok
1700,0.85,50K_2ps,50,49.979,-606377.876007,4.21193,3.69776,3.53716,3.53716,2,0.269847,0,0,ok
1800,0.9,50K_2ps,50,49.8423,-606482.229523,4.23076,3.6423,3.4771,3.4771,2,0.291855,0,0,ok
1900,0.95,50K_2ps,50,50.1919,-606645.040558,4.3281,3.44406,3.47885,3.44406,2,0.306165,0,0,ok
2000,1,50K_2ps,50,49.8999,-606590.185578,4.35221,3.47649,3.57207,3.47649,2,0.323209,0,0,ok
