step,time_ps,stage,target_temperature_K,temperature_K,potential_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_key_min_distance_A,ligand_near_chains_count,ligand_heavy_rmsd_A,severe_lt_1A,close_lt_1p5A,status
100,0.05,50K_2ps,50,48.6985,-608441.174041,3.43145,3.99629,4.94007,3.43145,2,0.0804328,0,0,ok
200,0.1,50K_2ps,50,49.5441,-608362.897674,3.53957,3.98209,4.96503,3.53957,2,0.112323,0,0,ok
300,0.15,50K_2ps,50,49.5598,-608095.161346,3.48281,3.89635,4.92472,3.48281,2,0.0983056,0,0,ok
400,0.2,50K_2ps,50,49.8012,-608002.063689,3.50791,3.96162,5.12597,3.50791,2,0.11745,0,0,ok
500,0.25,50K_2ps,50,49.7949,-607744.717986,3.46248,3.93089,5.22854,3.46248,2,0.162988,0,0,ok
600,0.3,50K_2ps,50,49.9843,-607806.767791,3.46644,3.9987,5.10637,3.46644,2,0.161376,0,0,ok
700,0.35,50K_2ps,50,49.961,-607847.244842,3.47738,3.93359,5.0835,3.47738,2,0.134285,0,0,ok
800,0.4,50K_2ps,50,50.0825,-607948.14865,3.52515,3.9622,5.17493,3.52515,2,0.141738,0,0,ok
900,0.45,50K_2ps,50,49.9004,-607929.472381,3.44624,3.94817,5.1653,3.44624,2,0.137522,0,0,ok
1000,0.5,50K_2ps,50,49.6815,-607840.985076,3.40954,3.92195,5.09802,3.40954,2,0.141065,0,0,ok
1100,0.55,50K_2ps,50,49.9766,-607910.302947,3.3849,3.86094,5.07178,3.3849,2,0.141659,0,0,ok
1200,0.6,50K_2ps,50,49.8702,-607862.631072,3.41123,3.88422,4.97355,3.41123,2,0.144824,0,0,ok
1300,0.65,50K_2ps,50,50.2632,-608107.167693,3.37209,4.03642,4.89987,3.37209,2,0.134353,0,0,ok
1400,0.7,50K_2ps,50,50.289,-608003.278045,3.426,4.03959,4.91036,3.426,2,0.11724,0,0,ok
1500,0.75,50K_2ps,50,50.3669,-607991.994353,3.51059,3.8919,4.82584,3.51059,2,0.148062,0,0,ok
1600,0.8,50K_2ps,50,50.3084,-607917.675506,3.58034,3.75231,4.81137,3.58034,2,0.172672,0,0,ok
1700,0.85,50K_2ps,50,49.9701,-608075.084197,3.54459,3.74535,4.83098,3.54459,2,0.188205,0,0,ok
1800,0.9,50K_2ps,50,50.0083,-608128.188201,3.50168,3.85651,4.90033,3.50168,2,0.202598,0,0,ok
1900,0.95,50K_2ps,50,49.9585,-608192.647674,3.47416,3.81994,5.00964,3.47416,2,0.217235,0,0,ok
2000,1,50K_2ps,50,50.0187,-608213.910369,3.47665,3.67083,5.33804,3.47665,2,0.240218,0,0,ok
2100,1.05,50K_2ps,50,49.9891,-608212.475799,3.45924,3.72457,5.39658,3.45924,2,0.271178,0,0,ok
2200,1.1,50K_2ps,50,50.3194,-608347.574431,3.49219,3.69913,5.41941,3.49219,2,0.294635,0,0,ok
2300,1.15,50K_2ps,50,50.1281,-608311.844939,3.59747,3.80748,5.35651,3.59747,2,0.299234,0,0,ok
2400,1.2,50K_2ps,50,50.3027,-608492.097869,3.48025,3.76284,5.21801,3.48025,2,0.287613,0,0,ok
2500,1.25,50K_2ps,50,50.2469,-608396.480193,3.49537,3.82371,5.1552,3.49537,2,0.295147,0,0,ok
2600,1.3,50K_2ps,50,50.3236,-608426.246306,3.54444,3.7687,4.98676,3.54444,2,0.314734,0,0,ok
2700,1.35,50K_2ps,50,50.6031,-608420.868377,3.50563,3.68902,4.88213,3.50563,2,0.334119,0,0,ok
2800,1.4,50K_2ps,50,50.5519,-608320.750213,3.60516,3.71146,4.90022,3.60516,2,0.339979,0,0,ok
2900,1.45,50K_2ps,50,50.7527,-608410.472869,3.51906,3.77618,4.75966,3.51906,2,0.363072,0,0,ok
3000,1.5,50K_2ps,50,50.4024,-608458.571502,3.46649,3.72888,4.75958,3.46649,2,0.381688,0,0,ok
3100,1.55,50K_2ps,50,50.4292,-608498.337127,3.51438,3.65264,4.80011,3.51438,2,0.391415,0,0,ok
3200,1.6,50K_2ps,50,50.2215,-608653.847869,3.5382,3.79081,4.80314,3.5382,2,0.379598,0,0,ok
3300,1.65,50K_2ps,50,50.1397,-608731.18283,3.5875,3.9271,4.86341,3.5875,2,0.370001,0,0,ok
3400,1.7,50K_2ps,50,50.0504,-608795.174041,3.67695,3.98583,5.03157,3.67695,2,0.34612,0,0,ok
3500,1.75,50K_2ps,50,50.2486,-608846.189666,3.63705,4.02667,5.0857,3.63705,2,0.341548,0,0,ok
3600,1.8,50K_2ps,50,50.2161,-609024.271209,3.63181,4.19264,5.13516,3.63181,2,0.335801,0,0,ok
3700,1.85,50K_2ps,50,50.287,-609036.847869,3.48786,4.03494,5.09788,3.48786,2,0.297543,0,0,ok
3800,1.9,50K_2ps,50,50.1173,-608965.857146,3.47469,4.00073,5.0502,3.47469,2,0.261542,0,0,ok
3900,1.95,50K_2ps,50,50.0435,-609039.383513,3.53985,4.01878,4.99807,3.53985,2,0.267051,0,0,ok
4000,2,50K_2ps,50,50.5105,-609198.636931,3.68178,4.00276,4.96631,3.68178,2,0.289277,0,0,ok
4100,2.05,100K_2ps,100,71.5587,-601394.126189,3.6491,4.00088,4.99955,3.6491,2,0.320012,0,0,ok
4200,2.1,100K_2ps,100,82.1943,-595396.428924,3.61967,4.02759,5.05922,3.61967,2,0.334074,0,0,ok
4300,2.15,100K_2ps,100,88.4381,-591516.223846,3.73588,4.09886,4.99269,3.73588,2,0.328556,0,0,ok
4400,2.2,100K_2ps,100,92.0455,-589246.73117,3.48793,4.03007,5.15527,3.48793,2,0.296152,0,0,ok
4500,2.25,100K_2ps,100,95.5313,-587990.797088,3.37092,4.12061,5.25008,3.37092,2,0.246869,0,0,ok
4600,2.3,100K_2ps,100,97.3797,-586944.940642,3.48292,3.9523,5.25773,3.48292,2,0.255681,0,0,ok
4700,2.35,100K_2ps,100,98.3502,-586175.154998,3.49218,4.01082,5.29788,3.49218,2,0.28076,0,0,ok
4800,2.4,100K_2ps,100,98.6818,-585801.796599,3.46107,3.91381,5.17073,3.46107,2,0.287912,0,0,ok
4900,2.45,100K_2ps,100,98.9898,-585306.833221,3.5537,3.99355,5.16449,3.5537,2,0.28526,0,0,ok
5000,2.5,100K_2ps,100,100.154,-585751.597381,3.61566,3.92021,5.11285,3.61566,2,0.317703,0,0,ok
5100,2.55,100K_2ps,100,99.5326,-585667.6799,3.59217,3.76158,5.07579,3.59217,2,0.362548,0,0,ok
5200,2.6,100K_2ps,100,99.5387,-585351.738982,3.51992,3.70492,5.24387,3.51992,2,0.401632,0,0,ok
5300,2.65,100K_2ps,100,99.6861,-585719.078338,3.53861,3.78109,5.17214,3.53861,2,0.43655,0,0,ok
5400,2.7,100K_2ps,100,99.6275,-585403.993377,3.61806,3.94663,5.24774,3.61806,2,0.464912,0,0,ok
5500,2.75,100K_2ps,100,99.5058,-585389.064178,3.59607,3.96376,5.33947,3.59607,2,0.49688,0,0,ok
5600,2.8,100K_2ps,100,98.9623,-585168.548064,3.55997,3.91872,5.45183,3.55997,2,0.539214,0,0,ok
5700,2.85,100K_2ps,100,100.388,-585372.040252,3.59815,3.82903,5.4304,3.59815,2,0.550788,0,0,ok
5800,2.9,100K_2ps,100,99.9835,-585539.654998,3.62421,3.68169,5.39526,3.62421,2,0.520415,0,0,ok
5900,2.95,100K_2ps,100,100.017,-585661.135955,3.52019,3.74704,5.18589,3.52019,2,0.475225,0,0,ok
6000,3,100K_2ps,100,100.234,-585767.442107,3.57226,3.88314,5.14483,3.57226,2,0.432871,0,0,ok
6100,3.05,100K_2ps,100,100.354,-585957.864959,3.56622,3.69806,4.95327,3.56622,2,0.433492,0,0,ok
6200,3.1,100K_2ps,100,99.6614,-585518.081756,3.5438,3.60604,4.91513,3.5438,2,0.453094,0,0,ok
6300,3.15,100K_2ps,100,100.313,-585600.391814,3.5015,3.54785,4.88316,3.5015,2,0.457947,0,0,ok
6400,3.2,100K_2ps,100,100.506,-585665.877166,3.31094,3.70252,4.73578,3.31094,2,0.415711,0,0,ok
6500,3.25,100K_2ps,100,100.796,-585599.132049,3.57952,3.75046,4.77544,3.57952,2,0.387418,0,0,ok
6600,3.3,100K_2ps,100,100.092,-585618.813689,3.64673,3.61097,4.77213,3.61097,2,0.37514,0,0,ok
6700,3.35,100K_2ps,100,100.945,-585897.074431,3.49699,3.79147,4.86372,3.49699,2,0.322397,0,0,ok
6800,3.4,100K_2ps,100,101.425,-586262.674041,3.53738,3.85272,4.72628,3.53738,2,0.274495,0,0,ok
6900,3.45,100K_2ps,100,101.259,-585929.763885,3.33394,3.85834,4.5841,3.33394,2,0.294875,0,0,ok
7000,3.5,100K_2ps,100,100.449,-586345.424041,3.41565,3.96075,4.61415,3.41565,2,0.332411,0,0,ok
7100,3.55,100K_2ps,100,100.467,-585947.319549,3.43525,3.91749,4.62573,3.43525,2,0.372079,0,0,ok
7200,3.6,100K_2ps,100,100.401,-586331.680388,3.42973,3.80215,4.70697,3.42973,2,0.388785,0,0,ok
7300,3.65,100K_2ps,100,100.132,-586148.529021,3.38183,3.69913,4.89987,3.38183,2,0.402654,0,0,ok
7400,3.7,100K_2ps,100,100.952,-586578.68283,3.48798,3.60416,4.75318,3.48798,2,0.420239,0,0,ok
7500,3.75,100K_2ps,100,100.717,-586584.858611,3.46646,3.77716,4.74099,3.46646,2,0.428202,0,0,ok
7600,3.8,100K_2ps,100,100.715,-586582.283904,3.47021,3.82132,4.84118,3.47021,2,0.41016,0,0,ok
7700,3.85,100K_2ps,100,100.175,-586603.411346,3.4236,3.67836,4.89753,3.4236,2,0.378764,0,0,ok
7800,3.9,100K_2ps,100,101.055,-586908.548064,3.46907,3.52468,5.05576,3.46907,2,0.36976,0,0,ok
7900,3.95,100K_2ps,100,99.9829,-586682.217986,3.45533,3.64794,4.91617,3.45533,2,0.342546,0,0,ok
8000,4,100K_2ps,100,99.5134,-586962.187713,3.52166,3.69403,5.08569,3.52166,2,0.32791,0,0,ok
8100,4.05,200K_2ps,200,142.32,-571207.946502,3.4021,3.88553,5.03006,3.4021,2,0.325874,0,0,ok
8200,4.1,200K_2ps,200,162.425,-559437.759002,3.19622,3.89782,5.08672,3.19622,2,0.296344,0,0,ok
8300,4.15,200K_2ps,200,175.836,-551324.903533,3.63433,3.85303,5.05758,3.63433,2,0.333806,0,0,ok
8400,4.2,200K_2ps,200,185.021,-546152.883513,3.90324,3.89141,4.90603,3.89141,2,0.411545,0,0,ok
8500,4.25,200K_2ps,200,189.225,-542264.698455,3.87993,3.55552,5.00372,3.55552,2,0.430333,0,0,ok
8600,4.3,200K_2ps,200,193.758,-540543.543181,3.47003,3.64449,4.63677,3.47003,2,0.470567,0,0,ok
8700,4.35,200K_2ps,200,194.573,-537779.141814,3.28285,3.88799,4.42034,3.28285,2,0.495178,0,0,ok
8800,4.4,200K_2ps,200,196.505,-537143.163299,3.37123,3.74763,4.29282,3.37123,2,0.511556,0,0,ok
8900,4.45,200K_2ps,200,196.993,-536015.259978,3.31609,3.66941,4.55938,3.31609,2,0.507117,0,0,ok
9000,4.5,200K_2ps,200,199.309,-535641.744353,3.50494,3.75973,4.67457,3.50494,2,0.551658,0,0,ok
9100,4.55,200K_2ps,200,198.609,-535065.871306,3.4008,3.76964,4.62828,3.4008,2,0.639067,0,0,ok
9200,4.6,200K_2ps,200,199.142,-535132.775603,3.53499,3.64333,4.3236,3.53499,2,0.732584,0,0,ok
9300,4.65,200K_2ps,200,198.769,-534899.049041,3.71646,3.7085,4.51573,3.7085,2,0.83178,0,0,ok
9400,4.7,200K_2ps,200,199.623,-534785.865447,3.83233,3.68555,4.47859,3.68555,2,0.915474,0,0,ok
9500,4.75,200K_2ps,200,200.042,-533286.322478,3.91649,3.83597,4.24213,3.83597,2,0.973746,0,0,ok
9600,4.8,200K_2ps,200,200.519,-533649.111541,3.91456,3.7426,4.44313,3.7426,2,1.02721,0,0,ok
9700,4.85,200K_2ps,200,199.13,-533199.695525,3.7108,3.6423,4.40377,3.6423,2,1.01723,0,0,ok
9800,4.9,200K_2ps,200,199.596,-533025.716521,3.55265,3.63896,4.17324,3.55265,2,1.02472,0,0,ok
9900,4.95,200K_2ps,200,201.538,-533294.624236,3.67044,3.63629,4.18439,3.63629,2,1.02598,0,0,ok
10000,5,200K_2ps,200,200.988,-533497.337127,3.74173,3.60844,4.31339,3.60844,2,1.0053,0,0,ok
10100,5.05,200K_2ps,200,199.856,-532964.884002,3.73273,3.57552,4.3833,3.57552,2,1.02662,0,0,ok
10200,5.1,200K_2ps,200,200.55,-533809.268767,3.75325,3.71893,4.37101,3.71893,2,1.06394,0,0,ok
10300,5.15,200K_2ps,200,199.154,-533769.558806,3.83133,3.95511,4.23553,3.83133,2,1.13014,0,0,ok
10400,5.2,200K_2ps,200,200.11,-533351.355681,4.01343,4.02715,4.23404,4.01343,2,1.22133,0,0,ok
10500,5.25,200K_2ps,200,200.827,-533737.695525,3.9419,4.02394,4.2471,3.9419,2,1.27304,0,0,ok
10600,5.3,200K_2ps,200,200.994,-533730.551971,3.90774,3.82467,4.12694,3.82467,2,1.28181,0,0,ok
10700,5.35,200K_2ps,200,199.322,-533371.508025,3.84868,3.98568,4.2755,3.84868,2,1.27492,0,0,ok
10800,5.4,200K_2ps,200,199.882,-533276.84201,3.76517,3.76408,4.62403,3.76408,2,1.25098,0,0,ok
10900,5.45,200K_2ps,200,201.333,-533416.910857,3.82267,3.62455,4.90332,3.62455,2,1.29675,0,0,ok
11000,5.5,200K_2ps,200,200.076,-532820.253142,3.94226,3.90637,4.87177,3.90637,2,1.3433,0,0,ok
11100,5.55,200K_2ps,200,199.744,-532812.507049,3.83183,3.97967,4.80699,3.83183,2,1.37252,0,0,ok
11200,5.6,200K_2ps,200,199.839,-533341.228728,3.77611,3.76092,4.891,3.76092,2,1.37308,0,0,ok
11300,5.65,200K_2ps,200,200.543,-532965.096404,3.83957,3.71965,4.90019,3.71965,2,1.41806,0,0,ok
11400,5.7,200K_2ps,200,201.107,-533066.750213,3.91224,3.83611,4.71194,3.83611,2,1.45976,0,0,ok
11500,5.75,200K_2ps,200,200.347,-533384.073455,3.959,3.78188,4.77998,3.78188,2,1.49685,0,0,ok
11600,5.8,200K_2ps,200,200.571,-533395.844939,4.01167,3.68995,4.83978,3.68995,2,1.54146,0,0,ok
11700,5.85,200K_2ps,200,200.096,-533153.134002,4.13647,3.708,4.73858,3.708,2,1.56493,0,0,ok
11800,5.9,200K_2ps,200,200.085,-533589.975799,4.07796,3.82932,4.89142,3.82932,2,1.53598,0,0,ok
11900,5.95,200K_2ps,200,199.717,-533691.170623,4.16358,3.92684,4.61778,3.92684,2,1.48996,0,0,ok
12000,6,200K_2ps,200,199.22,-533751.566131,4.04728,3.82587,4.78196,3.82587,2,1.4587,0,0,ok
12100,6.05,310K_4ps,310,247.238,-517465.31076,3.93547,3.91813,4.67472,3.91813,2,1.43489,0,0,ok
