time_ps,system,temperature_K,potential_energy_kJ_mol,ligand_rmsd_A,key_min_distance_A,TYR13_distance_A,VAL17_distance_A,SER20_distance_A,near_chains,severe_clashes,close_contacts,status
1.0,20chol,309.05,-457283.561736,1.0577,3.46316,4.62984,3.68632,3.46316,2,0,0,ok
1.0,40chol,310.617,-446610.935543,0.600848,3.0016,3.0016,4.14722,4.05344,2,0,0,ok
2.0,20chol,309.547,-455535.812713,1.14923,3.71133,4.63607,3.90564,3.71133,2,0,0,ok
2.0,40chol,309.007,-448076.437008,0.894134,3.81433,3.81433,4.95077,4.69523,2,0,0,ok
3.0,20chol,309.59,-456303.414275,1.73688,3.1388,4.62717,3.83595,3.1388,2,0,0,ok
3.0,40chol,311.689,-446348.874508,0.66063,3.86536,3.86536,5.13383,4.79323,2,0,0,ok
4.0,20chol,307.596,-455797.979705,1.78864,3.62972,4.59104,3.62972,3.96206,2,0,0,ok
4.0,40chol,307.579,-446588.576656,0.834066,3.36236,3.36236,4.24279,5.18415,2,0,0,ok
5.0,20chol,307.514,-456640.478728,1.76727,3.67262,4.30468,3.90831,3.67262,2,0,0,ok
5.0,40chol,310.597,-446519.836422,0.918331,3.10191,3.10191,4.29609,4.7208,2,0,0,ok
6.0,20chol,309.384,-455150.053924,1.90846,3.64637,4.32592,3.95909,3.64637,2,0,0,ok
6.0,40chol,308.2,-446736.019039,0.982549,3.50242,3.50242,5.1456,5.40404,2,0,0,ok
7.0,20chol,308.58,-456573.173064,2.09956,3.27082,4.23063,4.01445,3.27082,2,0,0,ok
7.0,40chol,310.974,-447179.808102,0.989426,3.33294,3.33294,4.30722,4.95982,2,0,0,ok
8.0,20chol,309.472,-455892.883025,1.37926,3.62501,3.6868,3.62501,3.81931,2,0,0,ok
8.0,40chol,310.035,-446680.850094,0.552489,3.46609,3.46609,4.80469,3.85237,2,0,0,ok
9.0,20chol,309.545,-455831.9924,1.97986,3.5229,3.95086,3.5229,3.80183,2,0,0,ok
9.0,40chol,311.261,-446064.046383,0.686404,3.4372,3.4372,3.68794,3.69115,2,0,0,ok
10.0,20chol,310.118,-455219.387908,1.73551,3.59526,5.09972,3.59526,3.93893,2,0,0,ok
10.0,40chol,309.748,-447952.684078,0.73201,3.69321,3.69321,5.01787,4.79,2,0,0,ok
11.0,20chol,310.732,-456163.413299,0.851872,3.93675,4.15971,3.93675,4.29269,2,0,0,ok
11.0,40chol,310.893,-447281.638668,0.995357,3.53859,3.53859,3.95493,4.60946,2,0,0,ok
12.0,20chol,309.241,-455823.691619,1.42005,4.00857,4.42359,4.00857,4.71998,2,0,0,ok
12.0,40chol,310.346,-446501.189938,0.783248,3.4385,3.4385,4.17195,4.80128,2,0,0,ok
13.0,20chol,309.956,-456202.071502,1.18162,4.43629,4.43629,4.77097,4.92299,2,0,0,ok
13.0,40chol,310.209,-446870.434567,1.06471,3.90574,3.94696,3.90574,4.69495,2,0,0,ok
14.0,20chol,308.397,-456353.006072,1.18388,3.69745,3.69745,4.21953,4.65308,2,0,0,ok
14.0,40chol,311.279,-446444.986813,0.944391,4.07209,4.07209,4.20424,4.74515,2,0,0,ok
15.0,20chol,308.501,-455172.240447,1.38515,3.38636,3.38636,3.89783,4.86925,2,0,0,ok
15.0,40chol,309.672,-447006.468258,0.872357,3.18416,3.18416,4.71788,5.05726,2,0,0,ok
16.0,20chol,310.054,-455873.662322,0.862457,3.57003,3.57003,4.09762,3.58601,2,0,0,ok
16.0,40chol,309.721,-447054.782711,0.929797,3.90712,3.90712,4.54526,4.75736,2,0,0,ok
17.0,20chol,310.35,-456833.619353,1.05874,4.11124,4.25683,4.11124,4.29111,2,0,0,ok
17.0,40chol,310.829,-446288.002438,0.521672,3.36954,3.36954,4.40255,4.06311,2,0,0,ok
18.0,20chol,310.862,-456231.93283,1.00181,3.74584,4.10303,3.74584,4.53138,2,0,0,ok
18.0,40chol,310.462,-446137.624508,0.657665,3.54726,3.54726,5.38,4.63675,2,0,0,ok
19.0,20chol,310.786,-454897.936736,1.53074,3.73281,4.35509,3.73281,4.91246,2,0,0,ok
19.0,40chol,310.84,-447053.830563,0.784417,3.3246,3.3246,5.48849,4.8699,2,0,0,ok
20.0,20chol,311.464,-456445.264861,1.15615,4.10299,4.29229,4.10299,4.82318,2,0,0,ok
20.0,40chol,312.802,-448128.122555,0.577834,3.40921,3.40921,4.59618,4.40118,2,0,0,ok
21.0,20chol,309.146,-455333.077361,1.66188,3.95898,4.36403,3.95898,5.1319,2,0,0,ok
21.0,40chol,310.843,-447324.913571,0.565577,3.16993,3.16993,4.05758,4.67798,2,0,0,ok
22.0,20chol,311.163,-455298.801971,1.92101,4.02809,4.02809,4.10414,5.92701,2,0,0,ok
22.0,40chol,314.071,-446288.312496,0.721991,3.82254,3.82254,3.97993,4.04421,2,0,0,ok
23.0,20chol,309.643,-457171.162322,1.719,3.95935,4.73728,3.95935,5.75032,2,0,0,ok
23.0,40chol,308.1,-447908.7915,1.01495,3.48171,3.48171,5.205,4.32067,2,0,0,ok
24.0,20chol,310.872,-456210.044158,1.33036,3.98409,3.98409,4.24297,5.24335,2,0,0,ok
24.0,40chol,308.289,-447073.131832,0.665586,3.58684,3.58684,4.71631,4.39736,2,0,0,ok
25.0,20chol,309.221,-455406.388885,1.61423,3.9995,5.2729,3.9995,5.50687,2,0,0,ok
25.0,40chol,313.224,-446843.442867,0.954024,3.59875,3.80515,3.97575,3.59875,2,0,0,ok
26.0,20chol,309.825,-456065.217986,1.53381,4.0831,4.33172,4.0831,5.50947,2,0,0,ok
26.0,40chol,307.565,-447271.686031,1.43693,3.28306,3.85091,4.12693,3.28306,2,0,0,ok
27.0,20chol,310.808,-456523.572478,1.13921,3.75311,3.81829,3.75311,5.03093,2,0,0,ok
27.0,40chol,310.532,-447403.089352,0.789921,3.48327,3.48327,4.26378,3.92442,2,0,0,ok
28.0,20chol,309.87,-456442.937224,1.14759,3.55912,3.55912,4.01584,5.09496,2,0,0,ok
28.0,40chol,311.423,-447063.51318,1.02212,3.46434,3.46434,4.11589,4.42873,2,0,0,ok
29.0,20chol,309.296,-456020.665252,1.21244,3.9809,3.9809,4.4027,5.10827,2,0,0,ok
29.0,40chol,311.53,-447597.818844,0.730586,3.18785,3.18785,5.70825,5.36541,2,0,0,ok
30.0,20chol,309.266,-457370.18576,1.15628,3.63041,3.63041,3.70887,5.08076,2,0,0,ok
30.0,40chol,310.762,-446733.389645,0.837778,3.64922,3.64922,5.18863,5.52643,2,0,0,ok
31.0,20chol,312.624,-457139.289275,1.27616,3.41445,3.41445,4.22137,5.1381,2,0,0,ok
31.0,40chol,312.032,-447301.025875,0.76342,3.54261,3.54261,5.20449,4.72734,2,0,0,ok
32.0,20chol,310.398,-456785.255096,1.69329,3.39224,3.39224,4.05771,5.9407,2,0,0,ok
32.0,40chol,310.11,-448754.318844,1.06921,3.48613,3.48613,5.05199,4.81575,2,0,0,ok
33.0,20chol,310.691,-456859.546111,1.34232,3.36325,3.36325,3.90154,4.99217,2,0,0,ok
33.0,40chol,309.488,-446967.840817,0.866368,3.56456,3.56456,4.89958,5.15476,2,0,0,ok
34.0,20chol,311.455,-456884.315642,1.5379,3.44797,3.44797,3.82032,5.24155,2,0,0,ok
34.0,40chol,310.04,-447040.776852,0.969569,3.42979,3.42979,4.51774,4.9093,2,0,0,ok
35.0,20chol,309.441,-456814.18283,0.915765,3.28506,3.28506,4.11097,5.00619,2,0,0,ok
35.0,40chol,312.102,-447690.38525,0.941928,3.5069,3.5069,4.98175,4.74394,2,0,0,ok
36.0,20chol,311.578,-456985.105681,1.16586,3.8288,4.01363,3.8288,4.60174,2,0,0,ok
36.0,40chol,311.15,-447444.872555,0.89856,3.84405,3.84405,4.15541,4.88051,2,0,0,ok
37.0,20chol,310.542,-457889.593963,1.21275,3.37939,3.37939,4.15044,5.00586,2,0,0,ok
37.0,40chol,311.193,-447738.220699,0.955965,3.56847,3.56847,4.24923,4.02427,2,0,0,ok
38.0,20chol,311.773,-456931.195525,1.31057,3.27068,3.27068,3.7933,4.96036,2,0,0,ok
38.0,40chol,309.537,-447109.336422,1.16609,3.58594,3.58594,4.01869,4.60304,2,0,0,ok
39.0,20chol,312.548,-456000.067596,1.15712,3.54625,3.54625,3.90028,4.9873,2,0,0,ok
39.0,40chol,312.534,-448283.258297,0.585391,3.22008,3.22008,4.54002,4.87089,2,0,0,ok
40.0,20chol,309.876,-456569.153533,1.15977,3.50348,3.50348,3.8572,4.62873,2,0,0,ok
40.0,40chol,310.114,-447956.480953,0.826044,3.34438,3.34438,5.33136,4.73102,2,0,0,ok
41.0,20chol,310.645,-457381.291228,1.1609,3.61028,3.61028,3.8858,4.92948,2,0,0,ok
41.0,40chol,310.623,-447078.965328,0.90452,3.38644,3.38644,4.00491,3.96871,2,0,0,ok
42.0,20chol,311.807,-457090.578338,1.36427,3.25325,3.25325,3.89775,5.16346,2,0,0,ok
42.0,40chol,313.158,-446875.645016,0.915307,3.25733,3.25733,4.40625,4.58073,2,0,0,ok
43.0,20chol,308.659,-457347.074431,1.10811,3.55366,4.04854,3.55366,4.97178,2,0,0,ok
43.0,40chol,310.568,-448224.937985,1.04569,3.3146,3.3146,4.72671,4.69674,2,0,0,ok
44.0,20chol,309.301,-456751.187713,1.41571,3.85995,3.85995,4.11263,4.75038,2,0,0,ok
